2021-02-04 12:48:12,696 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-02-04 12:48:12,783 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-02-04 12:48:12,785 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-02-04 12:48:12,786 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-02-04 12:48:12,792 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-02-04 12:48:12,794 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-02-04 12:48:12,796 INFO  SwAddin.cs: 201 - Setting up command manager
2021-02-04 12:48:12,797 INFO  SwAddin.cs: 204 - Adding command manager
2021-02-04 12:48:12,809 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-02-04 12:48:12,810 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-02-04 12:48:12,811 INFO  SwAddin.cs: 210 - Adding event handlers
2021-02-04 12:48:13,271 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-02-04 13:06:03,639 INFO  SwAddin.cs: 294 - Assembly export called for file pass Robot base chassis only
2021-02-04 13:06:03,642 INFO  SwAddin.cs: 299 - Save is required
2021-02-04 13:06:03,642 INFO  SwAddin.cs: 313 - Saving assembly
2021-02-04 13:06:03,645 INFO  SwAddin.cs: 316 - Opening property manager
2021-02-04 13:06:03,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pass Robot base chassis only
2021-02-04 13:06:03,735 INFO  ExportHelperExtension.cs: 1136 - Found 38 in pass Robot base chassis only
2021-02-04 13:06:03,736 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pass Robot base chassis only
2021-02-04 13:06:03,737 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-02-04 13:06:03,753 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2021-02-04 13:06:03,755 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AntiSlip Coupler v1(Mirror)(Mirror)-1
2021-02-04 13:06:03,755 INFO  ExportHelperExtension.cs: 1136 - Found 17 in AntiSlip Coupler v1(Mirror)(Mirror)-1
2021-02-04 13:06:03,756 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AntiSlip Coupler v1(Mirror)(Mirror)-1
2021-02-04 13:06:03,757 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Omni_Wheel_100mm v4-1
2021-02-04 13:06:03,758 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Omni_Wheel_100mm v4-1
2021-02-04 13:06:03,758 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Omni_Wheel_100mm v4-1
2021-02-04 13:06:03,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AntiSlip Coupler v1-1
2021-02-04 13:06:03,760 INFO  ExportHelperExtension.cs: 1136 - Found 17 in AntiSlip Coupler v1-1
2021-02-04 13:06:03,760 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AntiSlip Coupler v1-1
2021-02-04 13:06:03,761 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AntiSlip Coupler v1(Mirror) (1)-1
2021-02-04 13:06:03,761 INFO  ExportHelperExtension.cs: 1136 - Found 17 in AntiSlip Coupler v1(Mirror) (1)-1
2021-02-04 13:06:03,762 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AntiSlip Coupler v1(Mirror) (1)-1
2021-02-04 13:06:03,763 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HD Planetary Motor v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,763 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HD Planetary Motor v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,765 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HD Planetary Motor v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,766 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HD Planetary Motor v1-1
2021-02-04 13:06:03,766 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HD Planetary Motor v1-1
2021-02-04 13:06:03,767 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HD Planetary Motor v1-1
2021-02-04 13:06:03,768 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor Mount v1(Mirror) (1)-1
2021-02-04 13:06:03,768 INFO  ExportHelperExtension.cs: 1136 - Found 17 in Motor Mount v1(Mirror) (1)-1
2021-02-04 13:06:03,769 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor Mount v1(Mirror) (1)-1
2021-02-04 13:06:03,770 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor Mount v1(Mirror) (2)-1
2021-02-04 13:06:03,770 INFO  ExportHelperExtension.cs: 1136 - Found 17 in Motor Mount v1(Mirror) (2)-1
2021-02-04 13:06:03,771 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor Mount v1(Mirror) (2)-1
2021-02-04 13:06:03,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Omni_Wheel_100mm v4(Mirror) (3)-1
2021-02-04 13:06:03,772 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Omni_Wheel_100mm v4(Mirror) (3)-1
2021-02-04 13:06:03,773 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Omni_Wheel_100mm v4(Mirror) (3)-1
2021-02-04 13:06:03,774 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor Mount v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,774 INFO  ExportHelperExtension.cs: 1136 - Found 17 in Motor Mount v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,775 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor Mount v1(Mirror) (1)(Mirror)-1
2021-02-04 13:06:03,775 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HD Planetary Motor v1(Mirror) (2)-1
2021-02-04 13:06:03,776 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HD Planetary Motor v1(Mirror) (2)-1
2021-02-04 13:06:03,776 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HD Planetary Motor v1(Mirror) (2)-1
2021-02-04 13:06:03,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Omni_Wheel_100mm v4(Mirror) (2)(Mirror)-1
2021-02-04 13:06:03,801 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Omni_Wheel_100mm v4(Mirror) (2)(Mirror)-1
2021-02-04 13:06:03,802 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Omni_Wheel_100mm v4(Mirror) (2)(Mirror)-1
2021-02-04 13:06:03,802 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HD Planetary Motor v1(Mirror) (1)-1
2021-02-04 13:06:03,803 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HD Planetary Motor v1(Mirror) (1)-1
2021-02-04 13:06:03,803 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HD Planetary Motor v1(Mirror) (1)-1
2021-02-04 13:06:03,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor Mount v1-1
2021-02-04 13:06:03,804 INFO  ExportHelperExtension.cs: 1136 - Found 17 in Motor Mount v1-1
2021-02-04 13:06:03,805 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor Mount v1-1
2021-02-04 13:06:03,805 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AntiSlip Coupler v1(Mirror)-1
2021-02-04 13:06:03,806 INFO  ExportHelperExtension.cs: 1136 - Found 17 in AntiSlip Coupler v1(Mirror)-1
2021-02-04 13:06:03,806 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AntiSlip Coupler v1(Mirror)-1
2021-02-04 13:06:03,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pass Robot base chassis only-1
2021-02-04 13:06:03,807 INFO  ExportHelperExtension.cs: 1136 - Found 17 in pass Robot base chassis only-1
2021-02-04 13:06:03,808 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pass Robot base chassis only-1
2021-02-04 13:06:03,809 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Omni_Wheel_100mm v4(Mirror) (2)-1
2021-02-04 13:06:03,809 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Omni_Wheel_100mm v4(Mirror) (2)-1
2021-02-04 13:06:03,810 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Omni_Wheel_100mm v4(Mirror) (2)-1
2021-02-04 13:06:03,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from pass Robot base chassis only
2021-02-04 13:06:03,811 INFO  ExportHelperExtension.cs: 1136 - Found 38 in pass Robot base chassis only
2021-02-04 13:06:03,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in pass Robot base chassis only
2021-02-04 13:06:03,812 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-02-04 13:06:03,812 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2021-02-04 13:06:03,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AntiSlip Coupler v1(Mirror)(Mirror)-1
2021-02-04 13:06:03,814 INFO  ExportHelperExtension.cs: 1136 - Found 17 in AntiSlip Coupler v1(Mirror)(Mirror)-1
